@relation databasetraining

@attribute area numeric
@attribute perimeter numeric
@attribute circularity numeric
@attribute compactness numeric
@attribute major numeric
@attribute minor numeric
@attribute eccentricity numeric
@attribute hisgreypeak numeric
@attribute q1grey numeric
@attribute q2grey numeric
@attribute q3grey numeric
@attribute q1r numeric
@attribute q2r numeric
@attribute q3r numeric
@attribute q1g numeric
@attribute q2g numeric
@attribute q3g numeric
@attribute q1b numeric
@attribute q2b numeric
@attribute q3b numeric
@attribute Stage {'Stage 1','Stage 2','Stage 3','Stage 4', 'Stage 5'}

@data
138076.0, 6336.4668, 0.0432149209, 0.00343893399, 363.921967, 333.171814, 1.19310868, 66.0, 61.0, 68.0, 90.0, 62.0, 71.0, 99.0, 91.0, 102.0, 123.0, 28.0, 33.0, 45.0,'Stage 3'
212654.0, 5987.66748, 0.0745363459, 0.00593141373, 482.725464, 264.641388, 3.32724595, 48.0, 48.0, 55.0, 69.0, 46.0, 53.0, 70.0, 70.0, 77.0, 96.0, 30.0, 35.0, 44.0,'Stage 3'
68160.0, 3252.99243, 0.0809418932, 0.00644115126, 378.81015, 147.971054, 6.55374765, 73.0, 73.0, 80.0, 101.0, 76.0, 84.0, 112.0, 110.0, 118.0, 147.0, 34.0, 38.0, 47.0,'Stage 2'
89615.0, 4422.33496, 0.0575820766, 0.00458223606, 434.634369, 197.27124, 4.85423279, 78.0, 73.0, 82.0, 103.0, 78.0, 89.0, 116.0, 111.0, 123.0, 149.0, 30.0, 35.0, 44.0,'Stage 3'
157901.0, 5993.05762, 0.0552456155, 0.00439630635, 367.803894, 310.518066, 1.40300381, 48.0, 48.0, 57.0, 70.0, 46.0, 56.0, 73.0, 69.0, 79.0, 97.0, 30.0, 35.0, 45.0,'Stage 3'
102286.0, 4499.35547, 0.0634929389, 0.00505260751, 397.914337, 203.605438, 3.81944704, 55.0, 56.0, 68.0, 92.0, 54.0, 69.0, 97.0, 79.0, 90.0, 124.0, 35.0, 44.0, 57.0,'Stage 2'
121892.0, 5765.76709, 0.04607559, 0.00366657902, 416.098633, 309.533508, 1.80707932, 80.0, 72.0, 85.0, 99.0, 79.0, 95.0, 113.0, 106.0, 125.0, 141.0, 29.0, 35.0, 46.0,'Stage 3'
230868.0, 9266.27539, 0.0337880589, 0.00268876809, 556.926086, 330.313568, 2.84277368, 61.0, 55.0, 65.0, 77.0, 52.0, 63.0, 78.0, 75.0, 90.0, 106.0, 35.0, 42.0, 52.0,'Stage 3'
275224.0, 6745.50781, 0.0760093182, 0.00604862953, 572.563843, 328.051636, 3.04623508, 43.0, 48.0, 64.0, 74.0, 46.0, 62.0, 76.0, 68.0, 89.0, 105.0, 31.0, 38.0, 46.0,'Stage 3'
223925.0, 13340.5, 0.0158113241, 0.00125822518, 661.549377, 523.488403, 1.59702039, 72.0, 68.0, 79.0, 96.0, 66.0, 81.0, 100.0, 95.0, 108.0, 129.0, 42.0, 50.0, 62.0,'Stage 3'
